id,url,name,evolutions,altura,peso,types,types_defenses
121,'/pokedex/starmie','Starmie',"[{'id': '0120', 'name': 'Staryu', 'url': '/pokedex/staryu'}, {'id': '0121', 'name': 'Starmie', 'url': '/pokedex/starmie', 'item': 'Water Stone'}]",110.0 cm,80.0 kg,"Water, Psychic","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '½'}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '2'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '2'}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
120,'/pokedex/staryu','Staryu',"[{'id': '0120', 'name': 'Staryu', 'url': '/pokedex/staryu'}, {'id': '0121', 'name': 'Starmie', 'url': '/pokedex/starmie', 'item': 'Water Stone'}]",80.0 cm,34.5 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
119,'/pokedex/seaking','Seaking',"[{'id': '0118', 'name': 'Goldeen', 'url': '/pokedex/goldeen'}, {'id': '0119', 'name': 'Seaking', 'url': '/pokedex/seaking', 'level': '33'}]",130.0 cm,39.0 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '0'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
118,'/pokedex/goldeen','Goldeen',"[{'id': '0118', 'name': 'Goldeen', 'url': '/pokedex/goldeen'}, {'id': '0119', 'name': 'Seaking', 'url': '/pokedex/seaking', 'level': '33'}]",60.0 cm,15.0 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '0'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
117,'/pokedex/seadra','Seadra',"[{'id': '0116', 'name': 'Horsea', 'url': '/pokedex/horsea'}, {'id': '0117', 'name': 'Seadra', 'url': '/pokedex/seadra', 'level': '32'}, {'id': '0230', 'name': 'Kingdra', 'url': '/pokedex/kingdra'}]",120.0 cm,25.0 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
116,'/pokedex/horsea','Horsea',"[{'id': '0116', 'name': 'Horsea', 'url': '/pokedex/horsea'}, {'id': '0117', 'name': 'Seadra', 'url': '/pokedex/seadra', 'level': '32'}, {'id': '0230', 'name': 'Kingdra', 'url': '/pokedex/kingdra'}]",40.0 cm,8.0 kg,Water,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '2'}, {'type_against': 'Grass', 'defense': '2'}, {'type_against': 'Ice', 'defense': '½'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '½'}, {'type_against': 'Fairy', 'defense': 1}]"
115,'/pokedex/kangaskhan','Kangaskhan',,220.0 cm,100.0 kg,Normal,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
114,'/pokedex/tangela','Tangela',"[{'id': '0114', 'name': 'Tangela', 'url': '/pokedex/tangela'}, {'id': '0465', 'name': 'Tangrowth', 'url': '/pokedex/tangrowth'}]",100.0 cm,35.0 kg,Grass,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': '2'}, {'type_against': 'Water', 'defense': '½'}, {'type_against': 'Electric', 'defense': '½'}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': '2'}, {'type_against': 'Ground', 'defense': '½'}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': '2'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
112,'/pokedex/rhydon','Rhydon',"[{'id': '0111', 'name': 'Rhyhorn', 'url': '/pokedex/rhyhorn'}, {'id': '0112', 'name': 'Rhydon', 'url': '/pokedex/rhydon', 'level': '42'}, {'id': '0464', 'name': 'Rhyperior', 'url': '/pokedex/rhyperior'}]",190.0 cm,120.0 kg,"Ground, Rock","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '4'}, {'type_against': 'Electric', 'defense': '0'}, {'type_against': 'Grass', 'defense': '4'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '¼'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
111,'/pokedex/rhyhorn','Rhyhorn',"[{'id': '0111', 'name': 'Rhyhorn', 'url': '/pokedex/rhyhorn'}, {'id': '0112', 'name': 'Rhydon', 'url': '/pokedex/rhydon', 'level': '42'}, {'id': '0464', 'name': 'Rhyperior', 'url': '/pokedex/rhyperior'}]",100.0 cm,115.0 kg,"Ground, Rock","[{'type_against': 'Normal', 'defense': '½'}, {'type_against': 'Fire', 'defense': '½'}, {'type_against': 'Water', 'defense': '4'}, {'type_against': 'Electric', 'defense': '0'}, {'type_against': 'Grass', 'defense': '4'}, {'type_against': 'Ice', 'defense': '2'}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': '¼'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': '½'}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': 1}]"
110,'/pokedex/weezing','Weezing',"[{'id': '0109', 'name': 'Koffing', 'url': '/pokedex/koffing'}, {'id': '0110', 'name': 'Weezing', 'url': '/pokedex/weezing', 'level': '35'}]",300.0 cm,16.0 kg,"Poison, Fairy","[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '¼'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '¼'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '¼'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '¼'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': '0'}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': '2'}, {'type_against': 'Fairy', 'defense': '½'}]"
109,'/pokedex/koffing','Koffing',"[{'id': '0109', 'name': 'Koffing', 'url': '/pokedex/koffing'}, {'id': '0110', 'name': 'Weezing', 'url': '/pokedex/weezing', 'level': '35'}]",60.0 cm,1.0 kg,Poison,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '0'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}, {'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': '½'}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '½'}, {'type_against': 'Poison', 'defense': '½'}, {'type_against': 'Ground', 'defense': '2'}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '½'}]"
108,'/pokedex/lickitung','Lickitung',"[{'id': '0108', 'name': 'Lickitung', 'url': '/pokedex/lickitung'}, {'id': '0463', 'name': 'Lickilicky', 'url': '/pokedex/lickilicky'}]",120.0 cm,65.5 kg,Normal,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': '2'}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': 1}, {'type_against': 'Psychic', 'defense': 1}, {'type_against': 'Bug', 'defense': 1}, {'type_against': 'Rock', 'defense': 1}, {'type_against': 'Ghost', 'defense': '0'}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': 1}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': 1}]"
107,'/pokedex/hitmonchan','Hitmonchan',"[{'id': '0236', 'name': 'Tyrogue', 'url': '/pokedex/tyrogue'}, {'id': '0106', 'name': 'Hitmonlee', 'url': '/pokedex/hitmonlee', 'level': '20'}, {'id': '0107', 'name': 'Hitmonchan', 'url': '/pokedex/hitmonchan', 'level': '20'}, {'id': '0237', 'name': 'Hitmontop', 'url': '/pokedex/hitmontop', 'level': '20'}]",140.0 cm,50.2 kg,Fighting,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
106,'/pokedex/hitmonlee','Hitmonlee',"[{'id': '0236', 'name': 'Tyrogue', 'url': '/pokedex/tyrogue'}, {'id': '0106', 'name': 'Hitmonlee', 'url': '/pokedex/hitmonlee', 'level': '20'}, {'id': '0107', 'name': 'Hitmonchan', 'url': '/pokedex/hitmonchan', 'level': '20'}, {'id': '0237', 'name': 'Hitmontop', 'url': '/pokedex/hitmontop', 'level': '20'}]",150.0 cm,49.8 kg,Fighting,"[{'type_against': 'Normal', 'defense': 1}, {'type_against': 'Fire', 'defense': 1}, {'type_against': 'Water', 'defense': 1}, {'type_against': 'Electric', 'defense': 1}, {'type_against': 'Grass', 'defense': 1}, {'type_against': 'Ice', 'defense': 1}, {'type_against': 'Fighting', 'defense': 1}, {'type_against': 'Poison', 'defense': 1}, {'type_against': 'Ground', 'defense': 1}, {'type_against': 'Flying', 'defense': '2'}, {'type_against': 'Psychic', 'defense': '2'}, {'type_against': 'Bug', 'defense': '½'}, {'type_against': 'Rock', 'defense': '½'}, {'type_against': 'Ghost', 'defense': 1}, {'type_against': 'Dragon', 'defense': 1}, {'type_against': 'Dark', 'defense': '½'}, {'type_against': 'Steel', 'defense': 1}, {'type_against': 'Fairy', 'defense': '2'}]"
